candidate_id,rank,score,technical_domain_fit,career_evidence_fit,production_experience_fit,behavioral_fit,experience_alignment,logistics_fit,honeypot_risk,matched_evidence,concerns,reasoning,manual_label,manual_notes
CAND_0037980,74,0.5831,0.2857,0.7633,0.5455,0.777,0.3333,1,0,Senior Applied Scientist at Niramai; Senior ML Engineer — Search & Ranking at Verloop.io; Senior ML Engineer — Search & Ranking at Salesforce,,"9.0 years of experience as a Senior Applied Scientist with evidence of Senior Applied Scientist at Niramai, Senior ML Engineer — Search & Ranking at Verloop.io. Recently open to work, which improves shortlist usefulness. Work-mode preference is compatible with the role's hybrid setup from Kolkata, West Bengal.",,
CAND_0074225,75,0.5818,0.619,1,0.2727,0.8627,0.86,0.7,0.25,Machine Learning Engineer at Unacademy; Machine Learning Engineer at Mad Street Den,skill duration looks too high for total experience,"4.3 years of experience as a Machine Learning Engineer with evidence of Machine Learning Engineer at Unacademy, Machine Learning Engineer at Mad Street Den. Recently open to work, which improves shortlist usefulness. Work-mode preference is compatible with the role's hybrid setup from Vizag, Andhra Pradesh.",,
CAND_0042100,76,0.5792,0.3333,0.7067,0.2727,0.8666,0.9,0.8,0,Machine Learning Engineer at Freshworks; Senior Data Scientist at Netflix,,"7.3 years of experience as a Machine Learning Engineer with evidence of Machine Learning Engineer at Freshworks, Senior Data Scientist at Netflix. Recently open to work, which improves shortlist usefulness. Work-mode preference is compatible with the role's hybrid setup from Singapore.",,
CAND_0053591,77,0.5786,0.5238,1,0.2727,0.8649,0.4333,0.2,0,AI Engineer at Ola; AI Engineer at Swiggy,,"5.3 years of experience as a AI Engineer with evidence of AI Engineer at Ola, AI Engineer at Swiggy. Recently open to work, which improves shortlist usefulness.",,
CAND_0076251,78,0.5776,0.5238,0.88,0.1818,0.6955,0.8,0.5,0,Search Engineer at Haptik; Senior Data Scientist at CRED; Machine Learning Engineer at Microsoft,,"7.6 years of experience as a Search Engineer with evidence of Search Engineer at Haptik, Senior Data Scientist at CRED. Recently open to work, which improves shortlist usefulness.",,
CAND_0088445,79,0.5771,0.4762,0.6467,0.3636,0.7143,0.6889,0.8,0,Marketing Manager at Acme Corp; Content Writer at Pied Piper; Operations Manager at Acme Corp,,"11.8 years of experience as a Marketing Manager with evidence of Marketing Manager at Acme Corp, Content Writer at Pied Piper. Recently open to work, which improves shortlist usefulness. Work-mode preference is compatible with the role's hybrid setup from Toronto.",,
CAND_0011162,80,0.5768,0.619,1,0.3636,0.8079,0.6,0.8,0.25,Recommendation Systems Engineer at upGrad; Recommendation Systems Engineer at Meesho; Machine Learning Engineer at Google,skill duration looks too high for total experience,"5.8 years of experience as a Recommendation Systems Engineer with evidence of Recommendation Systems Engineer at upGrad, Recommendation Systems Engineer at Meesho. Recently open to work, which improves shortlist usefulness. Work-mode preference is compatible with the role's hybrid setup from Coimbatore, Tamil Nadu.",,
CAND_0091890,81,0.5757,0.5238,0.7033,0.0909,0.6793,0.94,0.9,0,AI Research Engineer at Verloop.io; ML Engineer at Tech Mahindra,,"4.7 years of experience as a AI Research Engineer with evidence of AI Research Engineer at Verloop.io, ML Engineer at Tech Mahindra. Recently open to work, which improves shortlist usefulness. Work-mode preference is compatible with the role's hybrid setup from Hyderabad, Telangana.",,
CAND_0013613,82,0.5749,0.5714,1,0.3636,0.779,0.94,0.6,0.25,Machine Learning Engineer at Adobe; Senior Data Scientist at Razorpay; Applied ML Engineer at Salesforce,skill duration looks too high for total experience,"4.7 years of experience as a Machine Learning Engineer with evidence of Machine Learning Engineer at Adobe, Senior Data Scientist at Razorpay. Recently open to work, which improves shortlist usefulness. Work-mode preference is compatible with the role's hybrid setup from Singapore.",,
CAND_0087630,83,0.5737,0.381,0.7633,0.2727,0.5193,0.9333,1,0,AI Engineer at Vedantu; Applied ML Engineer at Haptik; Applied ML Engineer at Glance,,"7.2 years of experience as a AI Engineer with evidence of AI Engineer at Vedantu, Applied ML Engineer at Haptik. Work-mode preference is compatible with the role's hybrid setup from Gurgaon, Haryana.",,
CAND_0060303,84,0.5733,0.4286,0.82,0.1818,0.5853,0.98,0.8,0,AI Research Engineer at upGrad; AI Research Engineer at Zomato; Junior ML Engineer at BYJU'S,,"4.9 years of experience as a AI Research Engineer with evidence of AI Research Engineer at upGrad, AI Research Engineer at Zomato. Work-mode preference is compatible with the role's hybrid setup from Austin.",,
CAND_0061257,85,0.5727,0.2857,0.7033,0.4545,0.8868,0.6667,0.7,0,Staff Machine Learning Engineer at LinkedIn; Senior Applied Scientist at Yellow.ai,,"8.0 years of experience as a Staff Machine Learning Engineer with evidence of Staff Machine Learning Engineer at LinkedIn, Senior Applied Scientist at Yellow.ai. Recently open to work, which improves shortlist usefulness. Work-mode preference is compatible with the role's hybrid setup from Noida, Uttar Pradesh.",,
CAND_0096142,86,0.5706,0.4286,1,0.3636,0.7824,0.3333,0.4,0,Applied ML Engineer at upGrad; Applied ML Engineer at BYJU'S,,"5.0 years of experience as a Applied ML Engineer with evidence of Applied ML Engineer at upGrad, Applied ML Engineer at BYJU'S. Recently open to work, which improves shortlist usefulness. Work-mode preference is compatible with the role's hybrid setup from Hyderabad, Telangana.",,
CAND_0070333,87,0.5697,0.4762,0.7033,0.0909,0.7188,0.94,0.9,0,AI Research Engineer at TCS; Computer Vision Engineer at PhonePe,,"4.7 years of experience as a AI Research Engineer with evidence of AI Research Engineer at TCS, Computer Vision Engineer at PhonePe. Recently open to work, which improves shortlist usefulness. Work-mode preference is compatible with the role's hybrid setup from Bhubaneswar, Odisha.",,
CAND_0099806,88,0.5694,0.5238,0.94,0.1818,0.8837,0.92,1,0.25,AI Engineer at Mad Street Den; Machine Learning Engineer at upGrad,skill duration looks too high for total experience,"4.6 years of experience as a AI Engineer with evidence of AI Engineer at Mad Street Den, Machine Learning Engineer at upGrad. Recently open to work, which improves shortlist usefulness. Work-mode preference is compatible with the role's hybrid setup from Bhubaneswar, Odisha.",,
CAND_0086087,89,0.5691,0.5238,0.6467,0.2727,0.6582,0.9556,0.6,0,Accountant at Acme Corp; Customer Support at Globex Inc; HR Manager at Initech,,"9.4 years of experience as a Accountant with evidence of Accountant at Acme Corp, Customer Support at Globex Inc. Recently open to work, which improves shortlist usefulness.",,
CAND_0004402,90,0.5682,0.4762,0.82,0.1818,0.8143,0.6667,0.6,0,AI Research Engineer at Yellow.ai; Data Scientist at Zomato,,"6.0 years of experience as a AI Research Engineer with evidence of AI Research Engineer at Yellow.ai, Data Scientist at Zomato. Recently open to work, which improves shortlist usefulness. Work-mode preference is compatible with the role's hybrid setup from Delhi, Delhi.",,
CAND_0037160,91,0.5662,0.5238,0.7033,0.1818,0.8103,0.6667,0.7,0,Data Scientist at Haptik; AI Specialist at TCS; Senior Software Engineer (ML) at Verloop.io,,"6.0 years of experience as a Data Scientist with evidence of Data Scientist at Haptik, AI Specialist at TCS. Recently open to work, which improves shortlist usefulness. Work-mode preference is compatible with the role's hybrid setup from Mumbai, Maharashtra.",,
CAND_0030684,92,0.5657,0.4286,0.6467,0.3636,0.6652,0.7667,0.8,0,Graphic Designer at Wayne Enterprises; Project Manager at Globex Inc; Marketing Manager at Wipro,,"11.1 years of experience as a Graphic Designer with evidence of Graphic Designer at Wayne Enterprises, Project Manager at Globex Inc. Recently open to work, which improves shortlist usefulness. Work-mode preference is compatible with the role's hybrid setup from London.",,
CAND_0072660,93,0.5654,0.4286,0.8233,0.2727,0.749,0.9667,0.3,0,Machine Learning Engineer at Unacademy; NLP Engineer at Adobe; Machine Learning Engineer at Glance,,"7.1 years of experience as a Machine Learning Engineer with evidence of Machine Learning Engineer at Unacademy, NLP Engineer at Adobe. Recently open to work, which improves shortlist usefulness.",,
CAND_0064904,94,0.5651,0.5714,0.94,0.3636,0.8212,0.98,0.5,0.25,AI Engineer at LinkedIn; Applied ML Engineer at Freshworks,skill duration looks too high for total experience,"4.9 years of experience as a AI Engineer with evidence of AI Engineer at LinkedIn, Applied ML Engineer at Freshworks. Recently open to work, which improves shortlist usefulness. Work-mode preference is compatible with the role's hybrid setup from Hyderabad, Telangana.",,
CAND_0012837,95,0.5648,0.4286,0.7033,0.1818,0.7375,0.8,0.9,0,Junior ML Engineer at Sarvam AI; ML Engineer at CRED; Data Scientist at CRED,,"6.4 years of experience as a Junior ML Engineer with evidence of Junior ML Engineer at Sarvam AI, ML Engineer at CRED. Recently open to work, which improves shortlist usefulness. Work-mode preference is compatible with the role's hybrid setup from Chandigarh, Chandigarh.",,
CAND_0086022,96,0.5644,0.7143,1,0.1818,0.7713,0.4333,1,0.25,Senior Applied Scientist at Sarvam AI; Senior ML Engineer — Search & Ranking at Uber,skill duration looks too high for total experience,"5.3 years of experience as a Senior Applied Scientist with evidence of Senior Applied Scientist at Sarvam AI, Senior ML Engineer — Search & Ranking at Uber. Recently open to work, which improves shortlist usefulness. Work-mode preference is compatible with the role's hybrid setup from Kolkata, West Bengal.",,
CAND_0096823,97,0.5644,0.5714,0.82,0.1818,0.7544,0.88,0.2,0,Data Scientist at Glance; Data Scientist at Niramai; AI Research Engineer at Krutrim,,"4.4 years of experience as a Data Scientist with evidence of Data Scientist at Glance, Data Scientist at Niramai. Recently open to work, which improves shortlist usefulness.",,
CAND_0027801,98,0.5637,0.381,0.94,0.1818,0.7832,0.8667,0.4,0,NLP Engineer at InMobi; Machine Learning Engineer at Zoho; Recommendation Systems Engineer at Uber,,"7.4 years of experience as a NLP Engineer with evidence of NLP Engineer at InMobi, Machine Learning Engineer at Zoho. Recently open to work, which improves shortlist usefulness. Work-mode preference is compatible with the role's hybrid setup from Hyderabad, Telangana.",,
CAND_0037944,99,0.5636,0.5714,1,0.2727,0.7171,0.98,0.7,0.25,Senior Data Scientist at Vedantu; Applied ML Engineer at PolicyBazaar,skill duration looks too high for total experience,"4.9 years of experience as a Senior Data Scientist with evidence of Senior Data Scientist at Vedantu, Applied ML Engineer at PolicyBazaar. Recently open to work, which improves shortlist usefulness. Work-mode preference is compatible with the role's hybrid setup from Jaipur, Rajasthan.",,
CAND_0032179,100,0.5623,0.5238,0.7033,0.1818,0.5621,0.8,0.9,0,Computer Vision Engineer at InMobi; ML Engineer at Observe.AI; Data Scientist at Meesho,,"6.4 years of experience as a Computer Vision Engineer with evidence of Computer Vision Engineer at InMobi, ML Engineer at Observe.AI. Work-mode preference is compatible with the role's hybrid setup from Sydney.",,
