candidate_id,rank,score,capability_match,career_evidence_fit,production_experience_fit,behavioral_fit,experience_alignment,logistics_fit,recruiter_demand,honeypot_risk,disqualifier_risk,matched_evidence,concerns,disqualifier_concerns,reasoning,manual_label,manual_notes
CAND_0033861,70,0.5371,0.1210,0.6857,0.6184,0.3963,0.6667,0.4000,0.6878,0.0000,0.0000,search; recommendation; ranking; retrieval; evaluation; ab_testing,,,"Senior NLP Engineer with 8.0 years of experience in recommendation and retrieval systems. Career history includes work on search, recommendation, ranking, retrieval, offline evaluation and A/B testing-related systems, and recruiter response rate is low (16%).",,
CAND_0016659,71,0.5339,0.1646,0.5214,0.1183,0.9097,0.8800,0.5500,0.7218,0.0000,0.0000,recommendation; ranking; relevance; retrieval,,,"ML Engineer with 4.4 years of experience in recommendation and retrieval systems. Career history includes work on recommendation, ranking, relevance matching and retrieval-related systems, and the candidate maintains a strong recruiter response rate and recent platform activity.",,
CAND_0013536,72,0.5337,0.1913,0.6493,0.1163,0.8037,0.5000,0.4500,1.0000,0.0000,0.0000,ranking; retrieval; search; relevance; ab_testing; recommendation,,,"Applied ML Engineer with 14.1 years of experience in recommendation and retrieval systems. Career history includes work on ranking, retrieval, search, relevance matching, A/B testing and recommendation-related systems, and the candidate maintains a strong recruiter response rate and recent platform activity. Notice period of 90 days may slow hiring.",,
CAND_0061655,73,0.5323,0.0925,0.7286,0.3585,0.7490,0.9200,0.6500,1.0000,0.2500,0.0000,ranking; search; recommendation; relevance; ab_testing,skill duration looks too high for total experience,,"Machine Learning Engineer with 4.6 years of experience in recommendation and retrieval systems. Career history includes work on ranking, search, recommendation, relevance matching and A/B testing-related systems, and the candidate maintains a strong recruiter response rate (88%). Skill duration looks too high for total experience.",,
CAND_0058688,74,0.5315,0.0712,0.4429,0.3641,0.8270,0.9000,0.4500,0.7410,0.0000,0.0000,recommendation; ranking; relevance; ab_testing,,,"AI Engineer with 6.7 years of experience in recommendation and retrieval systems. Career history includes work on recommendation, ranking, relevance matching and A/B testing-related systems, and the candidate maintains a strong recruiter response rate and recent platform activity.",,
CAND_0048558,75,0.5303,0.0447,0.4214,0.0289,0.8000,0.9000,1.0000,1.0000,0.0000,0.0000,recommendation; ranking; relevance; retrieval,,,"Data Scientist with 6.7 years of experience in recommendation and retrieval systems. Career history includes work on recommendation, ranking, relevance matching and retrieval-related systems, and the candidate maintains a strong recruiter response rate and recent platform activity.",,
CAND_0012957,76,0.5268,0.0794,0.7425,0.3585,0.6873,0.9800,0.6750,0.9470,0.2500,0.0000,ranking; search; recommendation; retrieval; relevance; ab_testing,skill duration looks too high for total experience,,"Search Engineer with 4.9 years of experience in recommendation and retrieval systems. Career history includes work on ranking, search, recommendation, retrieval, relevance matching and A/B testing-related systems, and recruiter response rate is 67%. Skill duration looks too high for total experience.",,
CAND_0027801,77,0.5262,0.0550,0.6000,0.1183,0.7080,0.8667,0.4750,1.0000,0.0000,0.0000,search; retrieval; relevance; recommendation; ab_testing,,,"NLP Engineer with 7.4 years of experience in recommendation and retrieval systems. Career history includes work on search, retrieval, relevance matching, recommendation and A/B testing-related systems, and the candidate is active on the platform as of 2026-04-12 and flagged open to work. Notice period of 120 days may slow hiring.",,
CAND_0079284,78,0.5246,0.1876,0.8136,0.3585,0.6808,0.9800,0.4750,0.8257,0.2500,0.0000,ranking; recommendation; retrieval; search; relevance; ab_testing,skill duration looks too high for total experience,,"Machine Learning Engineer with 4.9 years of experience in recommendation and retrieval systems. Career history includes work on ranking, recommendation, retrieval, search, relevance matching and A/B testing-related systems, and the candidate maintains a strong recruiter response rate (79%). Skill duration looks too high for total experience.",,
CAND_0057563,79,0.5227,0.0782,0.7425,0.3585,0.6895,0.9333,0.7500,0.8692,0.2500,0.0000,ranking; search; recommendation; retrieval; relevance; ab_testing,skill duration looks too high for total experience,,"NLP Engineer with 6.8 years of experience in recommendation and retrieval systems. Career history includes work on ranking, search, recommendation, retrieval, relevance matching and A/B testing-related systems, and the candidate maintains a strong recruiter response rate (83%). Skill duration looks too high for total experience.",,
CAND_0002025,80,0.5196,0.1268,0.5354,0.5482,0.8568,0.6333,0.6500,1.0000,0.2500,0.0000,recommendation; retrieval; ranking; ab_testing; search,skill duration looks too high for total experience,,"Senior AI Engineer with 5.9 years of experience in recommendation and retrieval systems. Career history includes work on recommendation, retrieval, ranking, A/B testing and search-related systems, and the candidate maintains a strong recruiter response rate and recent platform activity. Skill duration looks too high for total experience.",,
CAND_0095528,81,0.5189,0.1954,0.6429,0.3641,0.7295,0.4333,0.3000,0.7218,0.0000,0.0000,recommendation; ranking; relevance; ab_testing; retrieval; search,,,"Senior Data Scientist with 5.3 years of experience in recommendation and retrieval systems. Career history includes work on recommendation, ranking, relevance matching, A/B testing, retrieval and search-related systems, and the candidate is active on the platform as of 2026-05-03 and flagged open to work.",,
CAND_0042029,82,0.5184,0.2197,0.8921,0.2057,0.7072,0.8333,0.5750,0.8086,0.2500,0.0000,ranking; evaluation; retrieval; search; relevance; ab_testing; recommendation,skill duration looks too high for total experience,,"Senior Data Scientist with 6.5 years of experience in recommendation and retrieval systems. Career history includes work on ranking, offline evaluation, retrieval, search, relevance matching, A/B testing and recommendation-related systems, and recruiter response rate is 67%. Skill duration looks too high for total experience.",,
CAND_0046132,83,0.5168,0.0500,0.3929,0.0289,0.8818,0.8600,0.8000,1.0000,0.0000,0.0000,recommendation; ranking; relevance; search,,,"AI Research Engineer with 4.3 years of experience in recommendation and retrieval systems. Career history includes work on recommendation, ranking, relevance matching and search-related systems, and the candidate maintains a strong recruiter response rate and recent platform activity.",,
CAND_0055905,84,0.5168,0.2453,0.6571,0.4367,0.8828,0.6333,0.2500,0.9074,0.0000,0.3500,search; evaluation; ranking; retrieval; ab_testing,,based in London and not open to relocation — no visa sponsorship available,"Senior Machine Learning Engineer with 8.1 years of experience in information retrieval and ranking systems. Career history includes work on search, offline evaluation, ranking, retrieval and A/B testing-related systems, and the candidate maintains a strong recruiter response rate and recent platform activity. Based in London and not open to relocation — no visa sponsorship available.",,
CAND_0021410,85,0.5161,0.1693,0.4214,0.0289,0.8895,0.8000,0.6250,1.0000,0.0000,0.0000,recommendation; ranking; relevance; retrieval,,,"Junior ML Engineer with 4.0 years of experience in recommendation and retrieval systems. Career history includes work on recommendation, ranking, relevance matching and retrieval-related systems, and the candidate maintains a strong recruiter response rate and recent platform activity.",,
CAND_0067535,86,0.5161,0.0462,0.4429,0.1183,0.8718,0.9333,0.5500,0.8785,0.0000,0.0000,recommendation; ranking; relevance,,,"Junior ML Engineer with 6.8 years of experience in recommendation and retrieval systems. Career history includes work on recommendation, ranking and relevance matching-related systems, and the candidate maintains a strong recruiter response rate and recent platform activity.",,
CAND_0065786,87,0.5153,0.0511,0.4429,0.1183,0.8988,0.9800,0.3000,1.0000,0.0000,0.0000,recommendation; ranking; relevance,,,"AI Specialist with 4.9 years of experience in recommendation and retrieval systems. Career history includes work on recommendation, ranking and relevance matching-related systems, and the candidate maintains a strong recruiter response rate and recent platform activity.",,
CAND_0007596,88,0.5149,0.0548,0.5214,0.0289,0.9232,0.8800,0.3750,0.9444,0.0000,0.0000,recommendation; ranking; relevance; retrieval,,,"Junior ML Engineer with 4.4 years of experience in recommendation and retrieval systems. Career history includes work on recommendation, ranking, relevance matching and retrieval-related systems, and the candidate maintains a strong recruiter response rate and recent platform activity.",,
CAND_0010149,89,0.5138,0.0523,0.3429,0.1183,0.8227,0.9667,0.7250,1.0000,0.0000,0.0000,recommendation; ranking; relevance,,,"ML Engineer with 6.9 years of experience in recommendation and retrieval systems. Career history includes work on recommendation, ranking and relevance matching-related systems, and the candidate maintains a strong recruiter response rate and recent platform activity. Notice period of 90 days may slow hiring.",,
CAND_0030468,90,0.5136,0.2163,0.7643,0.4226,0.8370,0.4667,0.5000,0.8256,0.2500,0.0000,recommendation; ab_testing; ranking; search; relevance; retrieval,skill duration looks too high for total experience,,"Senior Applied Scientist with 5.4 years of experience in recommendation and retrieval systems. Career history includes work on recommendation, A/B testing, ranking, search, relevance matching and retrieval-related systems, and the candidate maintains a strong recruiter response rate and recent platform activity. Skill duration looks too high for total experience.",,
CAND_0004402,91,0.5135,0.0518,0.5714,0.1183,0.8252,0.6667,0.6250,0.7819,0.0000,0.0000,recommendation; ranking; relevance; retrieval; search,,,"AI Research Engineer with 6.0 years of experience in recommendation and retrieval systems. Career history includes work on recommendation, ranking, relevance matching, retrieval and search-related systems, and the candidate maintains a strong recruiter response rate and recent platform activity.",,
CAND_0054123,92,0.5133,0.1634,0.7857,0.3352,0.6903,0.9400,0.6250,0.7133,0.2500,0.0000,recommendation; search; ranking; relevance; ab_testing; retrieval,skill duration looks too high for total experience,,"Applied ML Engineer with 4.7 years of experience in recommendation and retrieval systems. Career history includes work on recommendation, search, ranking, relevance matching, A/B testing and retrieval-related systems, and the candidate maintains a strong recruiter response rate (87%). Skill duration looks too high for total experience.",,
CAND_0058300,93,0.5126,0.1610,0.4929,0.1183,0.7137,0.9000,0.6500,0.8285,0.0000,0.0000,recommendation; ranking; relevance; search,,,"AI Research Engineer with 4.5 years of experience in recommendation and retrieval systems. Career history includes work on recommendation, ranking, relevance matching and search-related systems, and the candidate is active on the platform as of 2026-04-19 and flagged open to work. Notice period of 90 days may slow hiring.",,
CAND_0016163,94,0.5118,0.0589,0.6139,0.1183,0.7853,0.9000,0.2250,0.8731,0.0000,0.0000,search; retrieval; relevance; recommendation; ranking,,,"Applied ML Engineer with 6.7 years of experience in recommendation and retrieval systems. Career history includes work on search, retrieval, relevance matching, recommendation and ranking-related systems, and the candidate maintains a strong recruiter response rate and recent platform activity. Notice period of 120 days may slow hiring.",,
CAND_0035879,95,0.5094,0.0544,0.4714,0.0289,0.8338,0.9000,0.5500,1.0000,0.0000,0.0000,recommendation; ranking; relevance; retrieval; search,,,"AI Research Engineer with 4.5 years of experience in recommendation and retrieval systems. Career history includes work on recommendation, ranking, relevance matching, retrieval and search-related systems, and the candidate maintains a strong recruiter response rate and recent platform activity. Notice period of 120 days may slow hiring.",,
CAND_0033987,96,0.5085,0.1664,0.4214,0.0289,0.7318,0.9333,0.7250,1.0000,0.0000,0.0000,recommendation; ranking; relevance; retrieval,,,"ML Engineer with 6.8 years of experience in recommendation and retrieval systems. Career history includes work on recommendation, ranking, relevance matching and retrieval-related systems, and the candidate maintains a strong recruiter response rate and recent platform activity. Notice period of 90 days may slow hiring.",,
CAND_0077956,97,0.5084,0.0482,0.4214,0.0289,0.9262,0.8000,0.6000,1.0000,0.0000,0.0000,recommendation; ranking; relevance; retrieval,,,"Computer Vision Engineer with 6.4 years of experience in recommendation and retrieval systems. Career history includes work on recommendation, ranking, relevance matching and retrieval-related systems, and the candidate maintains a strong recruiter response rate and recent platform activity. Notice period of 120 days may slow hiring.",,
CAND_0074225,98,0.5077,0.1950,0.6643,0.2057,0.8343,0.8600,0.6000,1.0000,0.2500,0.0000,ranking; evaluation; relevance; ab_testing; retrieval; recommendation,skill duration looks too high for total experience,,"Machine Learning Engineer with 4.3 years of experience in recommendation and retrieval systems. Career history includes work on ranking, offline evaluation, relevance matching, A/B testing, retrieval and recommendation-related systems, and the candidate maintains a strong recruiter response rate and recent platform activity. Skill duration looks too high for total experience.",,
CAND_0076163,99,0.5071,0.1635,0.3929,0.1128,0.7872,0.9667,0.5500,0.9293,0.0000,0.0000,ranking; search; recommendation; relevance,,,"NLP Engineer with 6.9 years of experience in recommendation and retrieval systems. Career history includes work on ranking, search, recommendation and relevance matching-related systems, and the candidate maintains a strong recruiter response rate and recent platform activity.",,
CAND_0080344,100,0.5070,0.0566,0.4214,0.1183,0.8007,0.9800,0.7250,0.7593,0.0000,0.0000,recommendation; ranking; relevance; retrieval,,,"Senior Software Engineer (ML) with 4.9 years of experience in recommendation and retrieval systems. Career history includes work on recommendation, ranking, relevance matching and retrieval-related systems, and the candidate maintains a strong recruiter response rate and recent platform activity. Notice period of 90 days may slow hiring.",,
